Configuration	Term	J	Prefix	Level (Ry)	Suffix	Uncertainty (Ry)	Reference
"3s.3p.(3P*).3d"	"2F*"	"5/2"	""	"5.40344"	""	""	""
"3s.3p.(3P*).3d"	"2F*"	"7/2"	""	"5.47346"	""	""	""
"3s.3p.(3P*).3d"	"2P*"	"3/2"	""	"5.86780"	""	""	""
"3s.3p.(3P*).3d"	"2P*"	"1/2"	""	"5.90116"	""	""	""
"3s.3p.(1P*).3d"	"2F*"	"7/2"	""	"5.92115"	""	""	""
"3s.3p.(1P*).3d"	"2F*"	"5/2"	""	"5.9374"	""	""	""
"3s.3p.(1P*).3d"	"2P*"	"1/2"	""	"6.09101"	""	""	""
"3s.3p.(1P*).3d"	"2P*"	"3/2"	""	"6.09915"	""	""	""
"3s.3p.(1P*).3d"	"2D*"	"3/2"	""	"6.12282"	""	""	""
"3s.3p.(1P*).3d"	"2D*"	"5/2"	""	"6.13227"	""	""	""
"3p2.(3P).3d"	"4F"	"5/2"	""	"7.00970"	"+x"	""	""
"3p2.(3P).3d"	"4F"	"7/2"	""	"7.03715"	"+x"	""	""
"3p2.(3P).3d"	"4F"	"9/2"	""	"7.06918"	"+x"	""	""
"3p2.(3P).3d"	"2P"	"3/2"	""	"7.10720"	""	""	""
"3p2.(3P).3d"	"4D"	"3/2"	""	"7.17186"	"+x"	""	""
"3p2.(3P).3d"	"4D"	"5/2"	""	"7.17505"	"+x"	""	""
"3p2.(3P).3d"	"4D"	"7/2"	""	"7.2013"	"+x"	""	""
"3p2.(1D).3d"	"2D"	"5/2"	""	"7.48240"	""	""	""
"3p2.(1D).3d"	"2D"	"3/2"	""	"7.50048"	""	""	""
"3p2.(3P).3d"	"4P"	"5/2"	""	"7.54030"	"+x"	""	""
"3p2.(3P).3d"	"4P"	"3/2"	""	"7.54663"	"+x"	""	""
"3p2.(3P).3d"	"4P"	"1/2"	""	"7.55144"	"+x"	""	""
"3p2.(1S).3d"	"2D"	"3/2"	""	"7.85470"	""	""	""
"3p2.(1S).3d"	"2D"	"5/2"	""	"7.90098"	""	""	""
"3p2.(3P).3d"	"2F"	"5/2"	""	"7.96683"	""	""	""
"3p2.(3P).3d"	"2F"	"7/2"	""	"7.98824"	""	""	""
"3s.3d2"	"4F"	"7/2"	""	"8.14374"	"+x"	""	""
"3s.3d2"	"4F"	"9/2"	""	"8.14926"	"+x"	""	""
"3p2.(3P).3d"	"2D"	"5/2"	""	"8.34100"	""	""	""
"3p2.(3P).3d"	"2D"	"3/2"	""	"8.36815"	""	""	""
"3s2.4s"	"2S"	"1/2"	""	"8.561"	""	""	""
"3s.3d2"	"2G"	"7/2"	""	"8.6792"	""	""	""
"3s.3d2"	"2G"	"9/2"	""	"8.67994"	""	""	""
"3s.3d2"	"2F"	"5/2"	""	"9.04111"	""	""	""
"3s.3d2"	"2F"	"7/2"	""	"9.0457"	""	""	""
"3s.3p.4s"	"4P*"	"3/2"	""	"10.282"	"+x"	""	""
"3s.3p.4s"	"4P*"	"5/2"	""	"10.337"	"+x"	""	""
"3s2.4d"	"2D"	"3/2"	""	"10.4544"	""	""	""
"3s2.4d"	"2D"	"5/2"	""	"10.4592"	""	""	""
"3s2.4f"	"2F*"	"5/2"	""	"11.075"	""	""	""
"3s2.4f"	"2F*"	"7/2"	""	"11.076"	""	""	""
