Configuration	Term	J	Level (Ry)	Uncertainty (Ry)	Leading percentages	Reference
"8p"	"2P*"	"1/2"	"(3.937139050055)"	"0.000000000012"	" 100                    "	"L3620c107"
"8p"	"2P*"	"3/2"	"(3.937139884019)"	"0.000000000012"	" 100                    "	"L3620c107"
	term		"3.9371396060"			
"8s"	"2S"	"1/2"	"(3.937139117415)"	"0.000000000011"	" 100                    "	"L3620c107"
	term		"3.9371391174"			
"8d"	"2D"	"3/2"	"(3.937139882586)"	"0.000000000020"	" 100                    "	"L3620c107"
"8d"	"2D"	"5/2"	"(3.937140160550)"	"0.000000000020"	" 100                    "	"L3620c107"
	term		"3.9371400494"			
"8f"	"2F*"	"5/2"	"(3.937140160049)"	"0.000000000020"	" 100                    "	"L3620c107"
"8f"	"2F*"	"7/2"	"(3.937140299026)"	"0.000000000020"	" 100                    "	"L3620c107"
	term		"3.9371402395"			
"8g"	"2G"	"7/2"	"(3.937140298763)"	"0.000000000010"	" 100                    "	"L3620c107"
"8g"	"2G"	"9/2"	"(3.937140382150)"	"0.000000000010"	" 100                    "	"L3620c107"
	term		"3.9371403451"			
"8h"	"2H*"	"9/2"	"(3.937140381986)"	"0.000000000008"	" 100                    "	"L3620c107"
"8h"	"2H*"	"11/2"	"(3.937140437578)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9371404123"			
"8i"	"2I"	"11/2"	"(3.937140437466)"	"0.000000000008"	" 100                    "	"L3620c107"
"8i"	"2I"	"13/2"	"(3.937140477175)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9371404588"			
"8k"	"2K*"	"13/2"	"(3.937140477093)"	"0.000000000008"	" 100                    "	"L3620c107"
"8k"	"2K*"	"15/2"	"(3.937140506874)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9371404930"			
"9p"	"2P*"	"1/2"	"(3.950254972918)"	"0.000000000012"	" 100                    "	"L3620c107"
"9p"	"2P*"	"3/2"	"(3.950255558626)"	"0.000000000012"	" 100                    "	"L3620c107"
	term		"3.9502553634"			
"9s"	"2S"	"1/2"	"(3.950255020231)"	"0.000000000010"	" 100                    "	"L3620c107"
	term		"3.9502550202"			
"9d"	"2D"	"3/2"	"(3.950255557623)"	"0.000000000012"	" 100                    "	"L3620c107"
"9d"	"2D"	"5/2"	"(3.950255752844)"	"0.000000000012"	" 100                    "	"L3620c107"
	term		"3.9502556748"			
"9f"	"2F*"	"5/2"	"(3.950255752489)"	"0.000000000012"	" 100                    "	"L3620c107"
"9f"	"2F*"	"7/2"	"(3.950255850104)"	"0.000000000012"	" 100                    "	"L3620c107"
	term		"3.9502558083"			
"9g"	"2G"	"7/2"	"(3.950255849914)"	"0.000000000009"	" 100                    "	"L3620c107"
"9g"	"2G"	"9/2"	"(3.950255908480)"	"0.000000000009"	" 100                    "	"L3620c107"
	term		"3.9502558825"			
"9h"	"2H*"	"9/2"	"(3.950255908364)"	"0.000000000008"	" 100                    "	"L3620c107"
"9h"	"2H*"	"11/2"	"(3.950255947409)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9502559297"			
"9i"	"2I"	"11/2"	"(3.950255947330)"	"0.000000000008"	" 100                    "	"L3620c107"
"9i"	"2I"	"13/2"	"(3.950255975218)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9502559623"			
"9k"	"2K*"	"13/2"	"(3.950255975161)"	"0.000000000008"	" 100                    "	"L3620c107"
"9k"	"2K*"	"15/2"	"(3.950255996078)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9502559863"			
"9l"	"2L"	"15/2"	"(3.950255996034)"	"0.000000000008"	" 100                    "	"L3620c107"
"9l"	"2L"	"17/2"	"(3.950256012302)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9502560046"			
"10p"	"2P*"	"1/2"	"(3.959636686204)"	"0.000000000011"	" 100                    "	"L3620c107"
"10p"	"2P*"	"3/2"	"(3.959637113190)"	"0.000000000011"	" 100                    "	"L3620c107"
	term		"3.9596369709"			
"10s"	"2S"	"1/2"	"(3.959636720703)"	"0.000000000009"	" 100                    "	"L3620c107"
	term		"3.9596367207"			
"10d"	"2D"	"3/2"	"(3.959637112455)"	"0.000000000012"	" 100                    "	"L3620c107"
"10d"	"2D"	"5/2"	"(3.959637254777)"	"0.000000000012"	" 100                    "	"L3620c107"
	term		"3.9596371978"			
"10f"	"2F*"	"5/2"	"(3.959637254513)"	"0.000000000011"	" 100                    "	"L3620c107"
"10f"	"2F*"	"7/2"	"(3.959637325671)"	"0.000000000011"	" 100                    "	"L3620c107"
	term		"3.9596372952"			
"10g"	"2G"	"7/2"	"(3.959637325534)"	"0.000000000009"	" 100                    "	"L3620c107"
"10g"	"2G"	"9/2"	"(3.959637368229)"	"0.000000000009"	" 100                    "	"L3620c107"
	term		"3.9596373493"			
"10h"	"2H*"	"9/2"	"(3.959637368144)"	"0.000000000008"	" 100                    "	"L3620c107"
"10h"	"2H*"	"11/2"	"(3.959637396608)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9596373837"			
"10i"	"2I"	"11/2"	"(3.959637396550)"	"0.000000000008"	" 100                    "	"L3620c107"
"10i"	"2I"	"13/2"	"(3.959637416881)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9596374075"			
"10k"	"2K*"	"13/2"	"(3.959637416839)"	"0.000000000008"	" 100                    "	"L3620c107"
"10k"	"2K*"	"15/2"	"(3.959637432087)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9596374250"			
"10l"	"2L"	"15/2"	"(3.959637432055)"	"0.000000000008"	" 100                    "	"L3620c107"
"10l"	"2L"	"17/2"	"(3.959637443915)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9596374383"			
"10m"	"2M*"	"17/2"	"(3.959637443890)"	"0.000000000008"	" 100                    "	"L3620c107"
"10m"	"2M*"	"19/2"	"(3.959637453378)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9596374489"			
"11p"	"2P*"	"1/2"	"(3.966578075090)"	"0.000000000011"	" 100                    "	"L3620c107"
"11p"	"2P*"	"3/2"	"(3.966578395891)"	"0.000000000011"	" 100                    "	"L3620c107"
	term		"3.9665782890"			
"11s"	"2S"	"1/2"	"(3.966578101012)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9665781010"			
"11d"	"2D"	"3/2"	"(3.966578395338)"	"0.000000000011"	" 100                    "	"L3620c107"
"11d"	"2D"	"5/2"	"(3.966578502263)"	"0.000000000011"	" 100                    "	"L3620c107"
	term		"3.9665784595"			
"11f"	"2F*"	"5/2"	"(3.966578502067)"	"0.000000000010"	" 100                    "	"L3620c107"
"11f"	"2F*"	"7/2"	"(3.966578555529)"	"0.000000000010"	" 100                    "	"L3620c107"
	term		"3.9665785326"			
"11g"	"2G"	"7/2"	"(3.966578555426)"	"0.000000000008"	" 100                    "	"L3620c107"
"11g"	"2G"	"9/2"	"(3.966578587504)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9665785732"			
"11h"	"2H*"	"9/2"	"(3.966578587440)"	"0.000000000008"	" 100                    "	"L3620c107"
"11h"	"2H*"	"11/2"	"(3.966578608825)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9665785991"			
"11i"	"2I"	"11/2"	"(3.966578608782)"	"0.000000000008"	" 100                    "	"L3620c107"
"11i"	"2I"	"13/2"	"(3.966578624056)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9665786170"			
"11k"	"2K*"	"13/2"	"(3.966578624025)"	"0.000000000008"	" 100                    "	"L3620c107"
"11k"	"2K*"	"15/2"	"(3.966578635481)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9665786301"			
"11l"	"2L"	"15/2"	"(3.966578635457)"	"0.000000000008"	" 100                    "	"L3620c107"
"11l"	"2L"	"17/2"	"(3.966578644368)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9665786402"			
"11m"	"2M*"	"17/2"	"(3.966578644349)"	"0.000000000008"	" 100                    "	"L3620c107"
"11m"	"2M*"	"19/2"	"(3.966578651477)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9665786481"			
"11n"	"2N"	"19/2"	"(3.966578651462)"	"0.000000000008"	" 100                    "	"L3620c107"
"11n"	"2N"	"21/2"	"(3.966578657294)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9665786545"			
"12p"	"2P*"	"1/2"	"(3.971857559088)"	"0.000000000010"	" 100                    "	"L3620c107"
	term		"3.9718575591"			
"12s"	"2S"	"1/2"	"(3.971857579058)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9718575791"			
"12o"	"2O*"	"23/2"	"(3.971858011266)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9718580113"			
"13p"	"2P*"	"1/2"	"(3.975966231412)"	"0.000000000009"	" 100                    "	"L3620c107"
	term		"3.9759662314"			
"13s"	"2S"	"1/2"	"(3.975966247118)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9759662471"			
"13q"	"2Q"	"25/2"	"(3.975966589546)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9759665895"			
"14p"	"2P*"	"1/2"	"(3.979226331870)"	"0.000000000009"	" 100                    "	"L3620c107"
	term		"3.9792263319"			
"14s"	"2S"	"1/2"	"(3.979226344447)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9792263444"			
"14r"	"2R*"	"27/2"	"(3.979226620318)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9792266203"			
"15p"	"2P*"	"1/2"	"(3.981856410862)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9818564109"			
"15s"	"2S"	"1/2"	"(3.981856421089)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9818564211"			
"15t"	"2T"	"29/2"	"(3.981856646583)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9818566466"			
"16p"	"2P*"	"1/2"	"(3.984008935133)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9840089351"			
"16s"	"2S"	"1/2"	"(3.984008943559)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9840089436"			
"16u"	"2U*"	"31/2"	"(3.984009130227)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9840091302"			
"17p"	"2P*"	"1/2"	"(3.985792892625)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9857928926"			
"17s"	"2S"	"1/2"	"(3.985792899650)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9857928996"			
"17v"	"2V"	"33/2"	"(3.985793055912)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9857930559"			
"18p"	"2P*"	"1/2"	"(3.987287864890)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9872878649"			
"18s"	"2S"	"1/2"	"(3.987287870808)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9872878708"			
"18w"	"2W*"	"35/2"	"(3.987288002924)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9872880029"			
"19p"	"2P*"	"1/2"	"(3.988553058744)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9885530587"			
"19s"	"2S"	"1/2"	"(3.988553063777)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9885530638"			
"19x"	"2X"	"37/2"	"(3.988553176474)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9885531765"			
"20p"	"2P*"	"1/2"	"(3.989633259883)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9896332599"			
"20s"	"2S"	"1/2"	"(3.989633264197)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9896332642"			
"20y"	"2Y*"	"39/2"	"(3.989633361101)"	"0.000000000008"	" 100                    "	"L3620c107"
	term		"3.9896333611"			
