Configuration	Term	J	Prefix	Level (Ry)	Suffix	Uncertainty (Ry)	Reference
"2p2.(3P).3p"	"4S*"	"3/2"	""	"12.4203"	""	"0.0009"	""
"2p2.(1D).3p"	"2F*"	"5/2"	""	"12.5556"	""	"0.0009"	""
"2p2.(1D).3p"	"2F*"	"7/2"	""	"12.5600"	""	"0.0009"	""
"2p2.(3P).3d"	"2F"	"5/2"	""	"12.6529"	"?"	"0.0009"	""
"2p2.(3P).3d"	"2F"	"7/2"	""	"12.6572"	"?"	"0.0009"	""
"2p2.(3P).3d"	"2D"	"3/2"	""	"12.6707"	"?"	"0.0009"	""
"2p2.(3P).3d"	"2D"	"5/2"	""	"12.6707"	"?"	"0.0009"	""
"2p2.(1D).3p"	"2D*"	"3/2"	""	"12.6921"	""	"0.0009"	""
"2p2.(1D).3p"	"2D*"	"5/2"	""	"12.6921"	""	"0.0009"	""
"2p2.(3P).3d"	"4P"	"5/2"	""	"12.7493"	""	"0.0009"	""
"2p2.(3P).3d"	"4P"	"3/2"	""	"12.7541"	""	"0.0009"	""
"2p2.(3P).3d"	"4P"	"1/2"	""	"12.7567"	""	"0.0009"	""
"2p2.(1D).3d"	"2D"	"3/2"	""	"12.9002"	""	"0.0009"	""
"2p2.(1D).3d"	"2D"	"5/2"	""	"12.9002"	""	"0.0009"	""
"2s.2p.(3P*).4s"	"4P*"	"5/2"	""	"12.9663"	""	"0.0009"	""
"2p2.(1D).3d"	"2F"	"5/2"	""	"13.0195"	""	"0.0009"	""
"2p2.(1D).3d"	"2F"	"7/2"	""	"13.0202"	""	"0.0009"	""
"2p2.(1D).3d"	"2P"	"1/2"	""	"13.0506"	""	"0.0009"	""
"2s.2p.(3P*).4s"	"2P*"	"3/2"	""	"13.0548"	"?"	"0.0009"	""
"2p2.(1D).3d"	"2P"	"3/2"	""	"13.0549"	""	"0.0009"	""
"2s.2p.(3P*).4p"	"2P"	"1/2"	""	"13.1469"	""	"0.0009"	""
"2s.2p.(3P*).4p"	"2P"	"3/2"	""	"13.1511"	""	"0.0009"	""
"2s.2p.(3P*).4p"	"2D"	"3/2"	""	"13.2325"	""	"0.0009"	""
"2s.2p.(3P*).4p"	"2D"	"5/2"	""	"13.2439"	""	"0.0009"	""
"2s2.5d"	"2D"	"3/2"	""	"13.3184"	""	"0.0009"	""
"2s2.5d"	"2D"	"5/2"	""	"13.3190"	""	"0.0009"	""
"2s.2p.(3P*).4d"	"4D*"	"3/2"	""	"13.3264"	""	"0.0009"	""
"2s.2p.(3P*).4d"	"4D*"	"5/2"	""	"13.3267"	""	"0.0009"	""
"2s.2p.(3P*).4d"	"4D*"	"7/2"	""	"13.3343"	""	"0.0009"	""
"2s.2p.(3P*).4d"	"2D*"	"5/2"	""	"13.3414"	""	"0.0009"	""
"2s.2p.(3P*).4d"	"4P*"	"5/2"	""	"13.3489"	""	"0.0009"	""
"2s.2p.(3P*).4d"	"2F*"	"5/2"	""	"13.4098"	""	"0.0009"	""
"2s.2p.(3P*).4d"	"2F*"	"7/2"	""	"13.4205"	""	"0.0009"	""
"2s.2p.(3P*).4d"	"2P*"	"3/2"	""	"13.4303"	"?"	"0.0009"	""
"2s.2p.(3P*).4d"	"2P*"	"1/2"	""	"13.4369"	"?"	"0.0009"	""
"2s2.6d"	"2D"	"3/2"	""	"13.9375"	""	"0.0009"	""
"2s2.6d"	"2D"	"5/2"	""	"13.9375"	""	"0.0009"	""
"2s.2p.(1P*).4s"	"2P*"	"1/2"	""	"14.0239"	"?"	"0.0009"	""
"2s.2p.(1P*).4s"	"2P*"	"3/2"	""	"14.0239"	"?"	"0.0009"	""
"2s.2p.(1P*).4p"	"2D"	"3/2"	""	"14.2330"	"?"	"0.0009"	""
"2s.2p.(1P*).4p"	"2D"	"5/2"	""	"14.2330"	"?"	"0.0009"	""
"2s2.7d"	"2D"	"3/2"	""	"14.3076"	""	"0.0009"	""
"2s2.7d"	"2D"	"5/2"	""	"14.3076"	""	"0.0009"	""
"2s.2p.(1P*).4d"	"2F*"	"5/2"	""	"14.3781"	"?"	"0.0009"	""
"2s.2p.(1P*).4d"	"2F*"	"7/2"	""	"14.3781"	"?"	"0.0009"	""
"2s.2p.(3P*).5p"	"2P"	"1/2"	""	"14.3830"	""	"0.0009"	""
"2s.2p.(3P*).5p"	"2P"	"3/2"	""	"14.3830"	""	"0.0009"	""
"2s.2p.(3P*).5p"	"2D"	"3/2"	""	"14.4321"	""	"0.0009"	""
"2s.2p.(3P*).5p"	"2D"	"5/2"	""	"14.4321"	""	"0.0009"	""
"2s.2p.(3P*).5d"	"4D*"	"1/2"	""	"14.4827"	""	"0.0009"	""
"2s.2p.(3P*).5d"	"4D*"	"3/2"	""	"14.4827"	""	"0.0009"	""
"2s.2p.(3P*).5d"	"4D*"	"5/2"	""	"14.4827"	""	"0.0009"	""
"2s.2p.(3P*).5d"	"4D*"	"7/2"	""	"14.4827"	""	"0.0009"	""
"2s.2p.(3P*).5d"	"4P*"	"1/2"	""	"14.4898"	""	"0.0009"	""
"2s.2p.(3P*).5d"	"4P*"	"3/2"	""	"14.4898"	""	"0.0009"	""
"2s.2p.(3P*).5d"	"4P*"	"5/2"	""	"14.4898"	""	"0.0009"	""
"2s.2p.(3P*).5d"	"2F*"	"5/2"	""	"14.5148"	""	"0.0009"	""
"2s.2p.(3P*).5d"	"2F*"	"7/2"	""	"14.5249"	""	"0.0009"	""
"2s2.8d"	"2D"	"3/2"	""	"14.5475"	""	"0.0009"	""
"2s2.8d"	"2D"	"5/2"	""	"14.5475"	""	"0.0009"	""
"2p2.(3P).4p"	"4D*"	"3/2"	""	"15.0006"	""	"0.0009"	""
"2p2.(3P).4p"	"4D*"	"5/2"	""	"15.0006"	""	"0.0009"	""
"2p2.(3P).4p"	"4D*"	"7/2"	""	"15.0006"	""	"0.0009"	""
"2s.2p.(3P*).6d"	"4D*"	"1/2"	""	"15.1046"	""	"0.0009"	""
"2s.2p.(3P*).6d"	"4D*"	"3/2"	""	"15.1046"	""	"0.0009"	""
"2s.2p.(3P*).6d"	"4D*"	"5/2"	""	"15.1046"	""	"0.0009"	""
"2s.2p.(3P*).6d"	"4D*"	"7/2"	""	"15.1046"	""	"0.0009"	""
"2p2.(3P).4d"	"4P"	"5/2"	""	"15.2030"	"?"	"0.0009"	""
"2p2.(3P).4d"	"4P"	"3/2"	""	"15.2085"	"?"	"0.0009"	""
