Configuration	Term	J	Prefix	Level (Ry)	Suffix	Uncertainty (Ry)	Reference
"2s.2p.(1P*).4d"	"2F*"	"7/2"	""	"17.9000"	"?"	""	""
"2s.2p.(1P*).4d"	"2D*"	"3/2"	""	"17.9400"	"?"	""	""
"2s.2p.(1P*).4d"	"2D*"	"5/2"	""	"17.9400"	"?"	""	""
"2s.2p.(3P*).5d"	"4D*"	"5/2"	""	"18.2322"	"+x?"	""	""
"2s.2p.(3P*).5d"	"4D*"	"7/2"	""	"18.2386"	"+x"	""	""
"2s.2p.(3P*).5d"	"4P*"	"5/2"	""	"18.2470"	"+x"	""	""
"2s.2p.(3P*).5d"	"2F*"	"5/2"	""	"18.2733"	"?"	""	""
"2s.2p.(3P*).5d"	"2F*"	"7/2"	""	"18.2859"	"?"	""	""
"2p2.(3P).4p"	"4D*"	"7/2"	""	"18.6016"	"+x?"	""	""
"2s.2p.(3P*).6d"	"2F*"	"7/2"	""	"19.0723"	"?"	""	""
"2s.2p.(1P*).5d"	"2F*"	"5/2"	""	"19.411"	"?"	""	""
"2s.2p.(1P*).5d"	"2F*"	"7/2"	""	"19.411"	"?"	""	""
"2s.2p.(1P*).5d"	"2D*"	"3/2"	""	"19.4320"	"?"	""	""
"2s.2p.(1P*).5d"	"2D*"	"5/2"	""	"19.4320"	"?"	""	""
