configuration	term	J	energy
3d2.(1D).5s	2D	5/2	2.415146
3d2.(1D).5s	2D	3/2	2.415301
3d2.(1G).4d	2D	3/2	2.431971
3d2.(1G).4d	2D	5/2	2.432461
3d2.(3P).5s	4P	1/2	2.432596
3d2.(3P).5s	4P	3/2	2.434271
3d2.(3P).5s	4P	5/2	2.437357
3d2.(3P).5s	2P	1/2	2.44637
3d2.(3P).5s	2P	3/2	2.449608
3d2.(1G).5s	2G	9/2	2.495644
3d2.(1G).5s	2G	7/2	2.495656
