Configuration	Term	J	Level (Ry)	Uncertainty (Ry)	Lande	Leading percentages	Reference
"3d6.(3H).4s"	"a 4H"	"9/2"	" 0.196666147"	"0.000000010"	"0.951"	"  98                                                                         "	"L18349,L18361c138"
"3d6.(3H).4s"	"a 4H"	"7/2"	" 0.197853357"	"0.000000010"	"0.661"	"  98                                                                         "	"L18349,L18361c138"
"3d6.(3P2).4s"	"b 4P"	"3/2"	" 0.198765983"	"0.000000011"	"1.720"	"  60                                  :    37  3d6.(3P1).4s            4P    "	"L18349,L18361c138"
"3d6.(3P2).4s"	"b 4P"	"1/2"	" 0.204213286"	"0.000000012"	"2.68"	"  61                                  :    37  3d6.(3P1).4s            4P    "	"L18349,L18361c138"
"3d6.(3F2).4s"	"b 4F"	"9/2"	" 0.206285299"	"0.000000010"	"1.307"	"  76                                  :    21  3d6.(3F1).4s            4F    "	"L18349,L18361c138"
"3d6.(3F2).4s"	"b 4F"	"7/2"	" 0.207863166"	"0.000000010"	"1.210"	"  77                                  :    20  3d6.(3F1).4s            4F    "	"L18349,L18361c138"
"3d6.(3F2).4s"	"b 4F"	"5/2"	" 0.209038749"	"0.000000010"	"1.019"	"  78                                  :    20  3d6.(3F1).4s            4F    "	"L18349,L18361c138"
"3d6.(3F2).4s"	"b 4F"	"3/2"	" 0.209876492"	"0.000000010"	"0.398"	"  80                                  :    20  3d6.(3F1).4s            4F    "	"L18349,L18361c138"
"3d5.4s2"	"a 6S"	"5/2"	" 0.212485926"	"0.000000010"	"1.996"	"  98                                  :     2  3d5.(6S).4p2            6S    "	"L18349,L18361c138"
"3d6.(3G).4s"	"a 4G"	"11/2"	" 0.231724178"	"0.000000011"	"1.237"	"  84                                  :    15  3d6.(3H).4s             2H    "	"L18349,L18361c138"
"3d6.(3P2).4s"	"b 2P"	"3/2"	" 0.234993734"	"0.000000012"	"1.33"	"  60                                  :    37  3d6.(3P1).4s            2P    "	"L18349,L18361c138"
"3d6.(3G).4s"	"a 4G"	"9/2"	" 0.235155442"	"0.000000011"	"1.15"	"  92                                  :     5  3d6.(3H).4s             2H    "	"L18349,L18361c138"
"3d6.(3G).4s"	"a 4G"	"7/2"	" 0.236762171"	"0.000000011"	"0.98"	"  95                                  :     2  3d6.(3F2).4s            4F    "	"L18349,L18361c138"
"3d6.(3G).4s"	"a 4G"	"5/2"	" 0.237434384"	"0.000000012"	"0.574"	"  95                                  :     3  3d6.(3F2).4s            2F    "	"L18349,L18361c138"
"3d6.(3H).4s"	"b 2H"	"11/2"	" 0.238480237"	"0.000000012"	"1.09"	"  84                                  :    15  3d6.(3G).4s             4G    "	"L18349,L18361c138"
"3d6.(3H).4s"	"b 2H"	"9/2"	" 0.240144083"	"0.000000012"	"0.927"	"  92                                  :     5  3d6.(3G).4s             4G    "	"L18349,L18361c138"
"3d6.(3P2).4s"	"b 2P"	"1/2"	" 0.245429138"	"0.000000015"	"0.67"	"  61                                  :    37  3d6.(3P1).4s            2P    "	"L18349,L18361c138"
"3d6.(3F2).4s"	"a 2F"	"7/2"	" 0.248911850"	"0.000000012"	"1.129"	"  72                                  :    20  3d6.(3F1).4s            2F    "	"L18349,L18361c138"
"3d6.(3F2).4s"	"a 2F"	"5/2"	" 0.251695635"	"0.000000012"	"0.851"	"  74                                  :    19  3d6.(3F1).4s            2F    "	"L18349,L18361c138"
"3d6.(3G).4s"	"b 2G"	"9/2"	" 0.276920799"	"0.000000013"	"1.10"	"  98                                                                         "	"L18349,L18361c138"
"3d6.(3G).4s"	"b 2G"	"7/2"	" 0.280346512"	"0.000000014"	"0.898"	"  97                                                                         "	"L18349,L18361c138"
"3d6.(3D).4s"	"b 4D"	"3/2"	" 0.285813948"	"0.000000015"	""	"  99                                                                         "	"L18349,L18361c138"
"3d6.(3D).4s"	"b 4D"	"1/2"	" 0.285850376"	"0.000000018"	""	"  99                                                                         "	"L18349,L18361c138"
"3d6.(3D).4s"	"b 4D"	"5/2"	" 0.286028309"	"0.000000014"	"1.327"	"  99                                                                         "	"L18349,L18361c138"
"3d6.(3D).4s"	"b 4D"	"7/2"	" 0.286896009"	"0.000000013"	"1.41"	"  99                                                                         "	"L18349,L18361c138"
"3d7"	"b 2F"	"5/2"	" 0.28989058"	"0.00000003"	"0.86"	"  97                                  :     2  3d6.(3F2).4s            2F    "	"L18349,L18361c138"
"3d7"	"b 2F"	"7/2"	" 0.291596790"	"0.000000018"	"1.124"	"  96                                  :     2  3d6.(3F2).4s            2F    "	"L18349,L18361c138"
"3d6.(1I).4s"	"a 2I"	"13/2"	" 0.299584883"	"0.000000017"	"1.062"	" 100                                                                         "	"L18349,L18361c138"
"3d6.(1I).4s"	"a 2I"	"11/2"	" 0.29989692"	"0.00000003"	"0.92"	"  99                                                                         "	"L18349,L18361c138"
"3d6.(1G2).4s"	"c 2G"	"9/2"	" 0.304969136"	"0.000000017"	"1.099"	"  65                                  :    34  3d6.(1G1).4s            2G    "	"L18349,L18361c138"
"3d6.(1G2).4s"	"c 2G"	"7/2"	" 0.305286269"	"0.000000017"	"0.88"	"  64                                  :    33  3d6.(1G1).4s            2G    "	"L18349,L18361c138"
"3d6.(3D).4s"	"b 2D"	"3/2"	" 0.329208089"	"0.000000018"	"0.799"	"  96                                  :     2  3d6.(1D2).4s            2D    "	"L18349,L18361c138"
"3d6.(3D).4s"	"b 2D"	"5/2"	" 0.330361015"	"0.000000018"	"1.179"	"  98                                                                         "	"L18349,L18361c138"
"3d6.(1S2).4s"	"a 2S"	"1/2"	" 0.33923991"	"0.00000004"	"2.06"	"  76                                  :    23  3d6.(1S1).4s            2S    "	"L18349,L18361c138"
"3d6.(1D2).4s"	"c 2D"	"5/2"	" 0.34777796"	"0.00000003"	"1.176"	"  75                                  :    22  3d6.(1D1).4s            2D    "	"L18349,L18361c138"
"3d6.(1D2).4s"	"c 2D"	"3/2"	" 0.34823617"	"0.00000003"	"0.79"	"  74                                  :    21  3d6.(1D1).4s            2D    "	"L18349,L18361c138"
"3d6.(5D).4p"	"z 6D*"	"9/2"	" 0.350464135"	"0.000000015"	"1.542"	"  99                                                                         "	"L18349,L18361c138"
"3d6.(5D).4p"	"z 6D*"	"7/2"	" 0.352296331"	"0.000000015"	"1.584"	"  97                                                                         "	"L18349,L18361c138"
"3d6.(5D).4p"	"z 6D*"	"5/2"	" 0.354108986"	"0.000000015"	"1.653"	"  98                                                                         "	"L18349,L18361c138"
"3d6.(5D).4p"	"z 6D*"	"3/2"	" 0.355514583"	"0.000000015"	"1.86"	"  99                                                                         "	"L18349,L18361c138"
"3d6.(5D).4p"	"z 6D*"	"1/2"	" 0.356390311"	"0.000000015"	"3.35"	"  99                                                                         "	"L18349,L18361c138"
"3d6.(5D).4p"	"z 6F*"	"11/2"	" 0.382441192"	"0.000000016"	""	"  99                                                                         "	"L18349,L18361c138"
"3d6.(5D).4p"	"z 6F*"	"9/2"	" 0.383778642"	"0.000000015"	"1.43"	"  96                                  :     2  3d6.(5D).4p             4F*   "	"L18349,L18361c138"
"3d6.(5D).4p"	"z 6F*"	"7/2"	" 0.384892388"	"0.000000016"	"1.399"	"  95                                  :     2  3d6.(5D).4p             4F*   "	"L18349,L18361c138"
"3d6.(5D).4p"	"z 6F*"	"5/2"	" 0.385783488"	"0.000000016"	"1.304"	"  97                                                                         "	"L18349,L18361c138"
"3d6.(5D).4p"	"z 6F*"	"3/2"	" 0.386389256"	"0.000000016"	"1.04"	"  98                                                                         "	"L18349,L18361c138"
"3d6.(5D).4p"	"z 6F*"	"1/2"	" 0.386740379"	"0.000000016"	"-0.647"	"  98                                                                         "	"L18349,L18361c138"
"3d6.(5D).4p"	"z 6P*"	"7/2"	" 0.388730526"	"0.000000016"	"1.702"	"  92                                  :     4  3d5.4s.(7S).4p          6P*   "	"L18349,L18361c138"
"3d6.(5D).4p"	"z 6P*"	"5/2"	" 0.394019175"	"0.000000016"	"1.869"	"  94                                  :     4  3d5.4s.(7S).4p          6P*   "	"L18349,L18361c138"
"3d6.(5D).4p"	"z 6P*"	"3/2"	" 0.397503656"	"0.000000016"	"2.398"	"  95                                  :     4  3d5.4s.(7S).4p          6P*   "	"L18349,L18361c138"
"3d6.(5D).4p"	"z 4F*"	"9/2"	" 0.403076561"	"0.000000016"	"1.32"	"  95                                  :     3  3d6.(5D).4p             6F*   "	"L18349,L18361c138"
"3d6.(5D).4p"	"z 4D*"	"7/2"	" 0.405030001"	"0.000000016"	"1.40"	"  80                                  :    15  3d6.(5D).4p             4F*   "	"L18349,L18361c138"
"3d6.(5D).4p"	"z 4F*"	"7/2"	" 0.407826796"	"0.000000017"	"1.29"	"  81                                  :    15  3d6.(5D).4p             4D*   "	"L18349,L18361c138"
"3d6.(5D).4p"	"z 4D*"	"5/2"	" 0.408108998"	"0.000000017"	"1.35"	"  83                                  :    12  3d6.(5D).4p             4F*   "	"L18349,L18361c138"
"3d6.(1F).4s"	"c 2F"	"7/2"	" 0.409296115"	"0.000000018"	""	"  98                                                                         "	"L18349,L18361c138"
"3d6.(1F).4s"	"c 2F"	"5/2"	" 0.409428021"	"0.000000018"	""	"  98                                                                         "	"L18349,L18361c138"
"3d6.(5D).4p"	"z 4D*"	"3/2"	" 0.410472876"	"0.000000017"	"1.15"	"  88                                  :     8  3d6.(5D).4p             4F*   "	"L18349,L18361c138"
"3d6.(5D).4p"	"z 4F*"	"5/2"	" 0.410798292"	"0.000000017"	"1.069"	"  84                                  :    12  3d6.(5D).4p             4D*   "	"L18349,L18361c138"
"3d6.(5D).4p"	"z 4D*"	"1/2"	" 0.411951669"	"0.000000017"	"-0.021"	"  95                                                                         "	"L18349,L18361c138"
"3d6.(5D).4p"	"z 4F*"	"3/2"	" 0.412711251"	"0.000000017"	"0.445"	"  90                                  :     7  3d6.(5D).4p             4D*   "	"L18349,L18361c138"
"3d6.(5D).4p"	"z 4P*"	"5/2"	" 0.427999125"	"0.000000017"	"1.592"	"  96                                                                         "	"L18349,L18361c138"
"3d6.(5D).4p"	"z 4P*"	"3/2"	" 0.431847715"	"0.000000018"	"1.717"	"  96                                                                         "	"L18349,L18361c138"
"3d6.(5D).4p"	"z 4P*"	"1/2"	" 0.434001048"	"0.000000018"	"2.70"	"  96                                                                         "	"L18349,L18361c138"
"3d7"	"d 2D1"	"3/2"	" 0.43444409"	"0.00000003"	""	"  77                                  :    22  3d7                     2D2   "	"L18349,L18361c138"
"3d7"	"d 2D1"	"5/2"	" 0.437764572"	"0.000000018"	""	"  75                                  :    24  3d7                     2D2   "	"L18349,L18361c138"
"3d6.(3P1).4s"	"c 4P"	"1/2"	" 0.44744083"	"0.00000004"	""	"  62                                  :    37  3d6.(3P2).4s            4P    "	"L18349,L18361c138"
"3d6.(3P1).4s"	"c 4P"	"3/2"	" 0.45114027"	"0.00000003"	""	"  62                                  :    38  3d6.(3P2).4s            4P    "	"L18349,L18361c138"
"3d6.(3F1).4s"	"c 4F"	"3/2"	" 0.45632537"	"0.00000003"	""	"  80                                  :    20  3d6.(3F2).4s            4F    "	"L18349,L18361c138"
"3d6.(3F1).4s"	"c 4F"	"5/2"	" 0.45693491"	"0.00000003"	""	"  76                                  :    19  3d6.(3F2).4s            4F    "	"L18349,L18361c138"
"3d6.(3F1).4s"	"c 4F"	"9/2"	" 0.457068543"	"0.000000018"	""	"  78                                  :    21  3d6.(3F2).4s            4F    "	"L18349,L18361c138"
"3d6.(3F1).4s"	"c 4F"	"7/2"	" 0.457345085"	"0.000000018"	""	"  78                                  :    20  3d6.(3F2).4s            4F    "	"L18349,L18361c138"
"3d6.(3P1).4s"	"c 4P"	"5/2"	" 0.457573030"	"0.000000018"	""	"  59                                  :    37  3d6.(3P2).4s            4P    "	"L18349,L18361c138"
"3d5.(6S).4s.4p.(3P*)"	"z 8P*"	"5/2"	" 0.47659094"	"0.00000003"	""	" 100  3d5.4s.(7S).4p 8P*                                                     "	"L18349,L18361c138"
"3d5.(6S).4s.4p.(3P*)"	"z 8P*"	"7/2"	" 0.47917019"	"0.00000003"	""	" 100  3d5.4s.(7S).4p 8P*                                                     "	"L18349,L18361c138"
"3d5.(6S).4s.4p.(3P*)"	"z 8P*"	"9/2"	" 0.48266328"	"0.00000003"	""	" 100  3d5.4s.(7S).4p 8P*                                                     "	"L18349,L18361c138"
"3d6.(3P1).4s"	"c 2P"	"1/2"	" 0.49266157"	"0.00000006"	""	"  62                                  :    37  3d6.(3P2).4s            2P    "	"L18349,L18361c138"
"3d5.4s2"	"b 4G"	"11/2"	" 0.494200179"	"0.000000018"	""	"  98  3d5.4s2 4G                      :     2  3d5.(4G).4p2            4G    "	"L18349,L18361c138"
"3d5.4s2"	"b 4G"	"9/2"	" 0.494577944"	"0.000000018"	""	"  98                                  :     2  3d5.(4G).4p2            4G    "	"L18349,L18361c138"
"3d5.4s2"	"b 4G"	"5/2"	" 0.494596106"	"0.000000018"	""	"  97                                  :     2  3d5.(4G).4p2            4G    "	"L18349,L18361c138"
"3d5.4s2"	"b 4G"	"7/2"	" 0.494665244"	"0.000000018"	""	"  98                                  :     2  3d5.(4G).4p2            4G    "	"L18349,L18361c138"
"3d6.(3F1).4s"	"d 2F"	"5/2"	" 0.50001716"	"0.00000003"	""	"  79                                  :    20  3d6.(3F2).4s            2F    "	"L18349,L18361c138"
"3d6.(3P1).4s"	"c 2P"	"3/2"	" 0.50030644"	"0.00000003"	""	"  61                                  :    38  3d6.(3P2).4s            2P    "	"L18349,L18361c138"
"3d6.(3F1).4s"	"d 2F"	"7/2"	" 0.50032426"	"0.00000003"	""	"  78                                  :    21  3d6.(3F2).4s            2F    "	"L18349,L18361c138"
"3d5.4s2"	"d 4P"	"5/2"	" 0.523168310"	"0.000000018"	""	"  91                                  :     6  3d5.4s2                 4D    "	"L18349,L18361c138"
"3d5.4s2"	"d 4P"	"3/2"	" 0.523917800"	"0.000000018"	""	"  93                                  :     5  3d5.4s2                 4D    "	"L18349,L18361c138"
"3d5.4s2"	"d 4P"	"1/2"	" 0.52469381"	"0.00000003"	""	"  96                                  :     2  3d5.(4P).4p2            4P    "	"L18349,L18361c138"
"3d6.(1G1).4s"	"d 2G"	"9/2"	" 0.53429066"	"0.00000005"	""	"  65                                  :    34  3d6.(1G2).4s            2G    "	"L18349,L18361c138"
"3d6.(1G1).4s"	"d 2G"	"7/2"	" 0.53460574"	"0.00000004"	""	"  65                                  :    34  3d6.(1G2).4s            2G    "	"L18349,L18361c138"
"3d6.(3P2).4p"	"z 4S*"	"3/2"	" 0.54369327"	"0.00000003"	"1.89"	"  41                                  :    21  3d6.(3P2).4p            4P*   "	"L18349,L18361c138"
"3d5.4s2"	"c 4D"	"7/2"	" 0.54922385"	"0.00000003"	""	"  97                                  :     2  3d5.(4D).4p2            4D    "	"L18349,L18361c138"
"3d5.4s2"	"c 4D"	"1/2"	" 0.55026285"	"0.00000003"	""	"  96                                  :     2  3d5.(4D).4p2            4D    "	"L18349,L18361c138"
"3d6.(3P2).4p"	"y 4P*"	"5/2"	" 0.55042656"	"0.00000003"	"1.58"	"  46                                  :    37  3d6.(3P1).4p            4P*   "	"L18349,L18361c138"
"3d5.4s2"	"c 4D"	"3/2"	" 0.55077930"	"0.00000003"	""	"  93                                  :     5  3d5.4s2                 4P    "	"L18349,L18361c138"
"3d5.4s2"	"c 4D"	"5/2"	" 0.55081791"	"0.00000003"	""	"  92                                  :     6  3d5.4s2                 4P    "	"L18349,L18361c138"
"3d6.(3H).4p"	"z 4G*"	"11/2"	" 0.55245971"	"0.00000003"	"1.24"	"  68                                  :    23  3d6.(3F2).4p            4G*   "	"L18349,L18361c138"
"3d6.(3H).4p"	"z 4G*"	"9/2"	" 0.55411633"	"0.00000003"	"1.155"	"  57                                  :    29  3d6.(3F2).4p            4G*   "	"L18349,L18361c138"
"3d6.(3H).4p"	"z 4H*"	"13/2"	" 0.55439264"	"0.00000003"	""	"  51                                  :    37  3d6.(3H).4p             4I*   "	"L18349,L18361c138"
"3d6.(3H).4p"	"z 4H*"	"11/2"	" 0.55484869"	"0.00000003"	""	"  47                                  :    40  3d6.(3H).4p             4I*   "	"L18349,L18361c138"
"3d6.(3H).4p"	"z 4G*"	"7/2"	" 0.55547906"	"0.00000003"	"0.969"	"  53                                  :    34  3d6.(3F2).4p            4G*   "	"L18349,L18361c138"
"3d6.(3H).4p"	"z 4H*"	"9/2"	" 0.55577671"	"0.00000003"	""	"  51                                  :    34  3d6.(3H).4p             4I*   "	"L18349,L18361c138"
"3d6.(3P2).4p"	"y 4P*"	"1/2"	" 0.55619444"	"0.00000003"	"2.613"	"  52                                  :    42  3d6.(3P1).4p            4P*   "	"L18349,L18361c138"
"3d6.(3H).4p"	"z 4G*"	"5/2"	" 0.55625321"	"0.00000003"	"0.799"	"  31                                  :    23  3d6.(3F2).4p            4G*   "	"L18349,L18361c138"
"3d6.(3P2).4p"	"z 2D*"	"5/2"	" 0.55672408"	"0.00000003"	"1.01"	"  26                                  :    21  3d6.(3H).4p             4G*   "	"L18349,L18361c138"
"3d6.(3H).4p"	"z 4H*"	"7/2"	" 0.55730201"	"0.00000003"	"0.720"	"  72                                  :     9  3d6.(3H).4p             2G*   "	"L18349,L18361c138"
"3d6.(3P2).4p"	"y 4P*"	"3/2"	" 0.55890517"	"0.00000003"	"1.74"	"  25  3d6.(3P2).4p 4S*                :    23  3d6.(3P2).4p            4P*   "	"L18349,L18361c138"
"3d6.(3H).4p"	"z 4I*"	"15/2"	" 0.55904016"	"0.00000003"	""	" 100                                                                         "	"L18349,L18361c138"
"3d6.(3H).4p"	"z 4I*"	"9/2"	" 0.56054433"	"0.00000003"	""	"  61                                  :    26  3d6.(3H).4p             4H*   "	"L18349,L18361c138"
"3d6.(3H).4p"	"z 4I*"	"13/2"	" 0.56068084"	"0.00000003"	""	"  52                                  :    39  3d6.(3H).4p             4H*   "	"L18349,L18361c138"
"3d6.(3H).4p"	"z 4I*"	"11/2"	" 0.56122391"	"0.00000003"	""	"  54                                  :    39  3d6.(3H).4p             4H*   "	"L18349,L18361c138"
"3d6.(3P2).4p"	"y 4D*"	"7/2"	" 0.56248933"	"0.00000003"	"1.411"	"  55                                  :    33  3d6.(3P1).4p            4D*   "	"L18349,L18361c138"
"3d5.(6S).4s.4p.(3P*)"	"y 6P*"	"3/2"	" 0.56475713"	"0.00000003"	""	"  48  3d5.4s.(5S).4p 6P*              :    47  3d5.4s.(7S).4p          6P*   "	"L18349,L18361c138"
"3d5.(6S).4s.4p.(3P*)"	"y 6P*"	"5/2"	" 0.56543247"	"0.00000003"	""	"  49  3d5.4s.(7S).4p 6P*              :    48  3d5.4s.(5S).4p          6P*   "	"L18349,L18361c138"
"3d6.(3F2).4p"	"y 4F*"	"7/2"	" 0.56558271"	"0.00000003"	"1.198"	"  37                                  :    12  3d6.(3F1).4p            4F*   "	"L18349,L18361c138"
"3d6.(3H).4p"	"z 2G*"	"9/2"	" 0.56574300"	"0.00000003"	"1.097"	"  64                                  :    14  3d6.(3G).4p             2G*   "	"L18349,L18361c138"
"3d6.(3P2).4p"	"z 2D*"	"3/2"	" 0.56613016"	"0.00000003"	"1.019"	"  33                                  :    22  3d6.(3P1).4p            2D*   "	"L18349,L18361c138"
"3d6.(3F2).4p"	"y 4F*"	"5/2"	" 0.56636663"	"0.00000003"	"1.025"	"  59                                  :    19  3d6.(3F1).4p            4F*   "	"L18349,L18361c138"
"3d6.(3F2).4p"	"y 4F*"	"9/2"	" 0.56642652"	"0.00000003"	"1.33"	"  63                                  :    21  3d6.(3F1).4p            4F*   "	"L18349,L18361c138"
"3d5.(6S).4s.4p.(3P*)"	"y 6P*"	"7/2"	" 0.56654952"	"0.00000003"	"1.68"	"  49  3d5.4s.(7S).4p 6P*              :    45  3d5.4s.(5S).4p          6P*   "	"L18349,L18361c138"
"3d6.(3F2).4p"	"y 4F*"	"3/2"	" 0.56721376"	"0.00000003"	"0.43"	"  66                                  :    20  3d6.(3F1).4p            4F*   "	"L18349,L18361c138"
"3d6.(3H).4p"	"z 2I*"	"13/2"	" 0.56765720"	"0.00000003"	"1.069"	"  88                                  :    10  3d6.(3H).4p             4I*   "	"L18349,L18361c138"
"3d6.(3H).4p"	"z 2G*"	"7/2"	" 0.56792391"	"0.00000003"	""	"  47                                  :    15  3d6.(3F2).4p            4F*   "	"L18349,L18361c138"
"3d6.(3H).4p"	"z 2I*"	"11/2"	" 0.57102046"	"0.00000003"	"0.910"	"  92                                  :     4  3d6.(3H).4p             4I*   "	"L18349,L18361c138"
"3d6.(3P2).4p"	"y 4D*"	"5/2"	" 0.57127217"	"0.00000003"	"1.349"	"  46                                  :    27  3d6.(3P1).4p            4D*   "	"L18349,L18361c138"
"3d6.(3P2).4p"	"y 4D*"	"1/2"	" 0.57254062"	"0.00000003"	""	"  60                                  :    33  3d6.(3P1).4p            4D*   "	"L18349,L18361c138"
"3d6.(3F2).4p"	"x 4D*"	"7/2"	" 0.57359746"	"0.00000003"	"1.385"	"  59                                  :    14  3d6.(3F1).4p            4D*   "	"L18349,L18361c138"
"3d6.(3P2).4p"	"y 4D*"	"3/2"	" 0.57375392"	"0.00000003"	"1.14"	"  43                                  :    25  3d6.(3P1).4p            4D*   "	"L18349,L18361c138"
"3d6.(3F2).4p"	"x 4D*"	"5/2"	" 0.57658583"	"0.00000003"	"1.351"	"  66                                  :    14  3d6.(3F1).4p            4D*   "	"L18349,L18361c138"
"3d6.(3F2).4p"	"x 4D*"	"3/2"	" 0.57833685"	"0.00000003"	"1.21"	"  71                                  :    15  3d6.(3F1).4p            4D*   "	"L18349,L18361c138"
"3d6.(3F2).4p"	"x 4D*"	"1/2"	" 0.57919676"	"0.00000003"	"0.013"	"  72                                  :    15  3d6.(3F1).4p            4D*   "	"L18349,L18361c138"
"3d6.(3F2).4p"	"y 4G*"	"11/2"	" 0.58208390"	"0.00000003"	"1.24"	"  52                                  :    26  3d6.(3H).4p             4G*   "	"L18349,L18361c138"
"3d6.(3F2).4p"	"y 4G*"	"9/2"	" 0.58274437"	"0.00000003"	"1.15"	"  42                                  :    29  3d6.(3H).4p             4G*   "	"L18349,L18361c138"
"3d6.(3F2).4p"	"y 4G*"	"7/2"	" 0.58358354"	"0.00000003"	"0.975"	"  39                                  :    33  3d6.(3H).4p             4G*   "	"L18349,L18361c138"
"3d6.(3F2).4p"	"y 4G*"	"5/2"	" 0.58400743"	"0.00000003"	"0.617"	"  37  3d6.(3H).4p 4G*                 :    35  3d6.(3F2).4p            4G*   "	"L18349,L18361c138"
"3d6.(3F2).4p"	"z 2F*"	"7/2"	" 0.58582036"	"0.00000003"	"1.135"	"  41                                  :    17  3d6.(3F1).4p            2F*   "	"L18349,L18361c138"
"3d6.(3F2).4p"	"z 2F*"	"5/2"	" 0.58708749"	"0.00000003"	"0.82"	"  45                                  :    18  3d6.(3F1).4p            2F*   "	"L18349,L18361c138"
"3d6.(3P2).4p"	"z 2P*"	"1/2"	" 0.59056023"	"0.00000003"	""	"  47                                  :    32  3d6.(3P1).4p            2P*   "	"L18349,L18361c138"
"3d6.(3F2).4p"	"y 2G*"	"9/2"	" 0.59079221"	"0.00000003"	"1.101"	"  62                                  :    16  3d6.(3F1).4p            2G*   "	"L18349,L18361c138"
"3d6.(3P2).4p"	"z 2P*"	"3/2"	" 0.59081151"	"0.00000003"	"1.329"	"  54                                  :    34  3d6.(3P1).4p            2P*   "	"L18349,L18361c138"
"3d6.(3F2).4p"	"y 2G*"	"7/2"	" 0.59332316"	"0.00000003"	"0.896"	"  64                                  :    15  3d6.(3F1).4p            2G*   "	"L18349,L18361c138"
"3d6.(3H).4p"	"z 2H*"	"11/2"	" 0.59563701"	"0.00000003"	"1.066"	"  60                                  :    22  3d6.(3G).4p             2H*   "	"L18349,L18361c138"
"3d6.(3H).4p"	"z 2H*"	"9/2"	" 0.59739270"	"0.00000003"	"0.913"	"  63                                  :    22  3d6.(3G).4p             2H*   "	"L18349,L18361c138"
