Configuration	Term	J	Level (Ry)	Uncertainty (Ry)	Leading percentages	Reference
"3d10.6p"	"2P*"	"1/2"	" 1.0925045"	""	"                                                "	""
"3d10.6p"	"2P*"	"3/2"	" 1.0931499"	""	"                                                "	""
"3d10.7s"	"2S"	"1/2"	" 1.147103"	""	"                                                "	""
"3d10.5f"	"2F*"	"7/2"	" 1.159128"	""	"                                                "	""
"3d10.5f"	"2F*"	"5/2"	" 1.159217"	""	"                                                "	""
"3d10.5g"	"2G"	"9/2"	" 1.160141"	""	"                                                "	""
"3d10.5g"	"2G"	"7/2"	" 1.160142"	""	"                                                "	""
"3d10.6d"	"2D"	"3/2"	" 1.163056"	""	"                                                "	""
"3d10.6d"	"2D"	"5/2"	" 1.163175"	""	"                                                "	""
"3d10.7p"	"2P*"	"3/2"	" 1.1695515"	""	"                                                "	""
"3d10.7p"	"2P*"	"1/2"	" 1.171147"	""	"                                                "	""
"3d9.(2D).4s.4p.(1P*)"	"2F*"	"7/2"	" 1.1847771"	""	"  97         :     1  3d8.(1G).4s2.4p      2F*  "	""
"3d9.(2D).4s.4p.(1P*)"	"2P*"	"3/2"	" 1.1880332"	""	"  95         :     2  3d8.(3P).4s2.4p      2P*  "	""
"3d9.(2D).4s.4p.(1P*)"	"2D*"	"5/2"	" 1.1996915"	""	"  55         :    41  3d9.(2D).4s.4p.(1P*) 2F*  "	""
"3d10.8s"	"2S"	"1/2"	" 1.201751"	""	"                                                "	""
"3d10.8p"	"2P*"	"1/2"	" 1.206653"	""	"                                                "	""
"3d10.6f"	"2F*"	"5/2"	" 1.2083774"	""	"                                                "	""
"3d10.6f"	"2F*"	"7/2"	" 1.208699"	""	"                                                "	""
"3d10.6g"	"2G"	"7/2"	" 1.209105"	""	"                                                "	""
"3d10.6g"	"2G"	"9/2"	" 1.209105"	""	"                                                "	""
"3d10.7d"	"2D"	"3/2"	" 1.210897"	""	"                                                "	""
"3d10.7d"	"2D"	"5/2"	" 1.210968"	""	"                                                "	""
"3d9.(2D).4s.4p.(1P*)"	"2F*"	"5/2"	" 1.2133134"	""	"  56         :    40  3d9.(2D).4s.4p.(1P*) 2D*  "	""
"3d10.8p"	"2P*"	"3/2"	" 1.217654"	""	"                                                "	""
