Configuration	Term	J	Level (Ry)	Uncertainty (Ry)	Leading percentages	Reference
"2s2.2p3.(2D*).3p"	"3P"	"1"	" 3.63658141"	"0.0000005"	"  93                                "	""
"2s2.2p3.(2D*).3p"	"3P"	"0"	" 3.63697028"	"0.0000005"	"  93                                "	""
"2s2.2p3.(2D*).3p"	"1D"	"2"	" 3.70277338"	"0.0000005"	"  90         :     8  (2P*).3p 1D   "	""
"2s2.2p3.(2P*).3p"	"3S"	"1"	" 3.7350417"	"0.0000005"	"  98                                "	""
"2s2.2p3.(2P*).3p"	"3D"	"3"	" 3.75759187"	"0.0000005"	"  97                                "	""
"2s2.2p3.(2P*).3p"	"3D"	"2"	" 3.75784213"	"0.0000005"	"  96                                "	""
"2s2.2p3.(2P*).3p"	"3D"	"1"	" 3.7578510"	"0.0000005"	"  96                                "	""
"2s2.2p3.(2P*).3p"	"1P"	"1"	" 3.7747342"	"0.0000005"	"  90         :     8  (2D*).3p 1P   "	""
"2s2.2p3.(2P*).3p"	"3P"	"0"	" 3.79746344"	"0.0000005"	"  95                                "	""
"2s2.2p3.(2P*).3p"	"3P"	"1"	" 3.79773330"	"0.0000005"	"  94                                "	""
"2s2.2p3.(2P*).3p"	"3P"	"2"	" 3.79814363"	"0.0000005"	"  94                                "	""
"2s2.2p3.(4S*).4s"	"5S*"	"2"	" 3.7992067+x"	"0.0000006"	" 100                                "	""
"2s2.2p3.(4S*).4s"	"3S*"	"1"	" 3.8257483"	"0.0000004"	" 100                                "	""
"2s2.2p3.(2P*).3p"	"1D"	"2"	" 3.82955006"	"0.0000005"	"  90         :     7  (2D*).3p 1D   "	""
"2s2.2p3.(4S*).4p"	"5P"	"1"	" 3.9190679+x"	"0.0000005"	" 100                                "	""
"2s2.2p3.(4S*).4p"	"5P"	"2"	" 3.9191648+x"	"0.0000004"	" 100                                "	""
"2s2.2p3.(4S*).4p"	"5P"	"3"	" 3.9193205+x"	"0.0000004"	" 100                                "	""
"2s2.2p3.(2P*).3p"	"1S"	"0"	" 3.94589493"	"0.0000005"	"  95                                "	""
"2s2.2p3.(4S*).4p"	"3P"	"2"	" 3.95786754"	"0.00000018"	"  95                                "	""
"2s2.2p3.(4S*).4p"	"3P"	"1"	" 3.95802979"	"0.0000003"	"  95                                "	""
"2s2.2p3.(4S*).4p"	"3P"	"0"	" 3.9581713"	"0.0000013"	"  95                                "	""
